name;title;category;address;city;state;phone;website;google_maps_url;rating;reviews_count;instagram
Academia Atitude Fitness;Academia;Academia;R. Gaspar Fernandes, 274 - Vila Monumento, São Paulo - SP, 01549-000, Brasil;Aparecida de Goiânia;GO;+5511992213502;https://www.atitudefitacademia.com.br/;https://www.google.com/maps/search/?api=1&query=Academia%20Atitude%20Fitness&query_place_id=ChIJ3YQSfmdZzpQRRpUp9u6y2QM;4.7;239;
vivitacademia;Programa de condicionamento físico;Programa de condicionamento físico;R. Dr. Tomás Carvalhal, 449 - Paraíso, São Paulo - SP, 04006-001, Brasil;Aparecida de Goiânia;GO;+551123710521;http://www.vivitacademia.com/#!contato/c2q4;https://www.google.com/maps/search/?api=1&query=vivitacademia&query_place_id=ChIJVVUFQpFZzpQRUgQhBqcc5vA;4.6;23;
Bodytech - Jardins;Academia;Academia;R. da Consolação, 2970 - Cerqueira César, São Paulo - SP, 01416-000, Brasil;Aparecida de Goiânia;GO;+5521993410670;http://www.bodytech.com.br/jardins--consolacao?utm_source=googlebuiss&utm_campaign=Jardins+Consolacao;https://www.google.com/maps/search/?api=1&query=Bodytech%20-%20Jardins&query_place_id=ChIJWx0_TytYzpQRGva7w8DjYfg;4.4;346;
Pró3 Academia Liberdade;Academia;Academia;Av. da Liberdade, 720 - Liberdade, São Paulo - SP, 01502-001, Brasil;Aparecida de Goiânia;GO;+5511922095336;https://pro3academia.com.br/unidade-liberdade/;https://www.google.com/maps/search/?api=1&query=Pr%C3%B33%20Academia%20Liberdade&query_place_id=ChIJcc9F0IZZzpQRTTYmW7jXdTs;3.9;436;
Academia V.O2 Fitness Sapezal Musculação e Cross;Academia;Academia;Av. Rotary Internacional, Sapezal - MT, 78365-034, Brasil;Aparecida de Goiânia;GO;+5565996854634;;https://www.google.com/maps/search/?api=1&query=Academia%20V.O2%20Fitness%20Sapezal%20Muscula%C3%A7%C3%A3o%20e%20Cross&query_place_id=ChIJMXf1TPHhvJMRejYV0Yp_6Uc;4.9;43;
Restaurante Rei;Restaurante;Restaurante;Avenida Independência quadra 4 lote 10, s/n - Cidade Livre, Aparecida de Goiânia - GO, 74967-070, Brasil;Aparecida de Goiânia;GO;+556232838937;;https://www.google.com/maps/search/?api=1&query=Restaurante%20Rei&query_place_id=ChIJC38F4Fv5XpMRSPmBAqaRctI;4.2;150;
TOP FIT ACADEMIA;Academia;Academia;Morro de São Paulo, Cairu - BA, 45420-000, Brasil;Aparecida de Goiânia;GO;+5575998092763;;https://www.google.com/maps/search/?api=1&query=TOP%20FIT%20ACADEMIA&query_place_id=ChIJzzk-eYJrPgcR3COar7yC0h8;4.8;44;
Movimentos Fit Academia;Sala de fitness;Sala de fitness;R. Teodoro Sampaio, 381 - Centro, Vitória da Conquista - BA, 45000-120, Brasil;Aparecida de Goiânia;GO;+5577988160222;;https://www.google.com/maps/search/?api=1&query=Movimentos%20Fit%20Academia&query_place_id=ChIJ8Vv6j687RgcRzdHQ8VL6dSk;4.8;110;
Academia Brasil Fitness;Academia;Academia;3243, Av. Serrinha, 3230 - Ibirapuera, Vitória da Conquista - BA, Brasil;Aparecida de Goiânia;GO;+5577981039207;;https://www.google.com/maps/search/?api=1&query=Academia%20Brasil%20Fitness&query_place_id=ChIJ71Wclr07RgcRWIzxo3sa4_M;4.5;218;
Academia Vip Fitness - Academia em Vitória da Conquista;Academia;Academia;Av. Filipinas, 1430 - Jurema, Vitória da Conquista - BA, 45055-200, Brasil;Aparecida de Goiânia;GO;+5577998156964;https://instagram.com/vipfitnessvdc;https://www.google.com/maps/search/?api=1&query=Academia%20Vip%20Fitness%20-%20Academia%20em%20Vit%C3%B3ria%20da%20Conquista&query_place_id=ChIJ6Z-by_87RgcRc3_SGRX0tg4;4.9;71;https://instagram.com/vipfitnessvdc
Academia Pró-Saude;Academia;Academia;Av. Jequié, 114 - Ibirapuera, Vitória da Conquista - BA, 45075-035, Brasil;Aparecida de Goiânia;GO;+5577988118303;;https://www.google.com/maps/search/?api=1&query=Academia%20Pr%C3%B3-Saude&query_place_id=ChIJJX7BHLs7RgcRs0V4DRN4d98;4.5;50;
Academia M7 Fitness Center;Sala de fitness;Sala de fitness;Ao lado do Clube de Campo - Av. Guanabara, Nº 554 - São Francisco, Guanambi - BA, 46430-000, Brasil;Aparecida de Goiânia;GO;+557734511292;https://www.instagram.com/m7fitness.center/;https://www.google.com/maps/search/?api=1&query=Academia%20M7%20Fitness%20Center&query_place_id=ChIJFUoa_YbEWgcRHMkFgNYSPPs;4.8;319;https://www.instagram.com/m7fitness.center/
SV FITNESS;Academia;Academia;Praça São João Batista, 190 - Pontal, Ilhéus - BA, 45654-400, Brasil;Aparecida de Goiânia;GO;+5573991379204;http://svfitness.com.br/;https://www.google.com/maps/search/?api=1&query=SV%20FITNESS&query_place_id=ChIJ107P830KOQcRMjxS0q22slY;4.7;300;
Academia Feminina Fitness;Sala de fitness;Sala de fitness;Av. Brasil, 750 - Candeias, Vitória da Conquista - BA, 45028-265, Brasil;Aparecida de Goiânia;GO;+557734225008;https://www.instagram.com/femininaafitt/;https://www.google.com/maps/search/?api=1&query=Academia%20Feminina%20Fitness&query_place_id=ChIJiTFkSQQ7RgcRYRFSeGG4FPk;4.8;66;https://www.instagram.com/femininaafitt/
Alpha Fitness - Santa Mônica;Academia;Academia;R. São Domingos - Santa Monica, Feira de Santana - BA, 44077-465, Brasil;Aparecida de Goiânia;GO;+557530226993;https://www.redealphafitness.com.br/unidades/santa-monica/index.html;https://www.google.com/maps/search/?api=1&query=Alpha%20Fitness%20-%20Santa%20M%C3%B4nica&query_place_id=ChIJNzyRcN83FAcRwvLrs6wLETM;4.6;123;
Alpha Fitness - Conquista Sul;Sala de fitness;Sala de fitness;Av. Juracy Magalhães, 3340 - g2 - Felicia, Vitória da Conquista - BA, 45055-900, Brasil;Aparecida de Goiânia;GO;+557734245627;https://www.redealphafitness.com.br/unidades/shopping-conquista-sul/index.html;https://www.google.com/maps/search/?api=1&query=Alpha%20Fitness%20-%20Conquista%20Sul&query_place_id=ChIJfSaZ4Ww7RgcRrOkozM2KwZs;4.5;129;
Stúdio Marytop Gym;Sala de fitness;Sala de fitness;R. São Paulo, s/n - Santa Rita, Santo Antônio de Jesus - BA, 44430-406, Brasil;Aparecida de Goiânia;GO;+5575998582302;http://www.marytop.com.br/;https://www.google.com/maps/search/?api=1&query=St%C3%BAdio%20Marytop%20Gym&query_place_id=ChIJU30Lku0rPgcRl1Tnac5wiWc;4.8;39;
Academia Big Fit;Academia;Academia;Av. Lomanto Jr., S/N - Cidade Nova, Jequié - BA, 45201-331, Brasil;Aparecida de Goiânia;GO;+5573991212588;;https://www.google.com/maps/search/?api=1&query=Academia%20Big%20Fit&query_place_id=ChIJ7ZQZEDmvQAcRfqe8rVSu1ys;5;21;
CT MSP - Casa Amarela;Academia;Academia;Morro de São Paulo, Cairu - BA, 45428-000, Brasil;Aparecida de Goiânia;GO;+5575992929388;;https://www.google.com/maps/search/?api=1&query=CT%20MSP%20-%20Casa%20Amarela&query_place_id=ChIJ4VPYLglrPgcRZnohfBLfiZk;4;4;
Moov Academia - Unidade II;Academia;Academia;Av. Manoel Athaide, 1344 - Santo Antônio, Janaúba - MG, 39445-281, Brasil;Aparecida de Goiânia;GO;+5538991400064;;https://www.google.com/maps/search/?api=1&query=Moov%20Academia%20-%20Unidade%20II&query_place_id=ChIJWWkR7WLRUwcRag7z6ark0t8;4.8;88;
Nordestina Delivery Pizzaria;Pizzaria;Pizzaria;Whatsapp:(83 - Tv. Madalena Paraguassú, 98796 - 1588Rua - Pau Miúdo, Salvador - BA, 40301-110, Brasil;Aparecida de Goiânia;GO;+5571988916787;;https://www.google.com/maps/search/?api=1&query=Nordestina%20Delivery%20Pizzaria&query_place_id=ChIJfzAnhycbFgcR2hc-pZxb1HM;4.4;15;
A Nordestina Pizzaria;Pizzaria;Pizzaria;Av. São Rafael, 10 - 01 andar - São Rafael, Salvador - BA, 41253-190, Brasil;Aparecida de Goiânia;GO;+557132136573;;https://www.google.com/maps/search/?api=1&query=A%20Nordestina%20Pizzaria&query_place_id=ChIJDSdiWKkRFgcRiCZ8HyffkqY;3;2;
Lu Fitness Academia - Cametá;Academia;Academia;Tv. Campo Sáles, R. São Benedito, 126, Cametá - PA, 68400-000, Brasil;Aparecida de Goiânia;GO;+5591984198395;https://api.whatsapp.com/send?phone=5591984198395&text=Ol%C3%A1!%20Vim%20atrav%C3%A9s%20do%20Google%20Meu%20Neg%C3%B3cio%20e%20gostaria%20de%20saber%20mais%20informa%C3%A7%C3%B5es.;https://www.google.com/maps/search/?api=1&query=Lu%20Fitness%20Academia%20-%20Camet%C3%A1&query_place_id=ChIJJb3xEwUFvZIRekmG3BrH51o;4.9;275;
Academia Physical Center- Zona Norte;Academia;Academia;R. João Paulo de Souza, 169 - Jardim Felicidade, Macapá - AP, 68909-030, Brasil;Aparecida de Goiânia;GO;+5596981112520;;https://www.google.com/maps/search/?api=1&query=Academia%20Physical%20Center-%20Zona%20Norte&query_place_id=ChIJ1ZaYUePmYY0RxQt0eofG3dQ;4.4;213;
InterFit Altamira;Academia;Academia;R. Dom Euríco, 200 - Esplanada do Xingu, Altamira - PA, 68372-853, Brasil;Aparecida de Goiânia;GO;+5593933004646;https://www.interfitacademias.com.br/;https://www.google.com/maps/search/?api=1&query=InterFit%20Altamira&query_place_id=ChIJT6KaMyE5kpIReF7WDoOxPiE;4.9;160;
Academia Top Family;Academia;Academia;Estr. da Liberdade, 370 - Liberdade, Salvador - BA, 40375-016, Brasil;Aparecida de Goiânia;GO;+557133865085;https://www.vendafit.com.br/matricula/academia-top-family;https://www.google.com/maps/search/?api=1&query=Academia%20Top%20Family&query_place_id=ChIJlZUJ70kFFgcRyu_HK8va1WI;4.6;281;
Alpha Fitness - Aquarius;Academia;Academia;R. Aristídes Fraga Lima, 217 - Pituba, Salvador - BA, 41810-315, Brasil;Aparecida de Goiânia;GO;+557121325729;https://www.redealphafitness.com.br/unidades/aquarius/index.html;https://www.google.com/maps/search/?api=1&query=Alpha%20Fitness%20-%20Aquarius&query_place_id=ChIJwyRQoQ0bFgcRNj41yyD2_5s;4.1;214;
Bodytech - Shopping da Bahia;Personal Trainer para mulheres;Personal Trainer para mulheres;Av. Tancredo Neves, 148 - Caminho das Árvores, Salvador - BA, 41820-908, Brasil;Aparecida de Goiânia;GO;+5571981127038;http://www.bodytech.com.br/shopping-da-bahia?utm_source=googlebuiss&utm_campaign=Shopping+da+Bahia;https://www.google.com/maps/search/?api=1&query=Bodytech%20-%20Shopping%20da%20Bahia&query_place_id=ChIJYVdfURsbFgcRjHlI16Y_K_M;4.5;682;
Alpha Fitness - Shopping Bela Vista;Academia;Academia;Alameda Euvaldo Luz, 92 - Andar L2 - Horto Bela Vista, Salvador - BA, 41098-020, Brasil;Aparecida de Goiânia;GO;+557139010140;https://www.redealphafitness.com.br/unidades/shopping-bela-vista/index.html;https://www.google.com/maps/search/?api=1&query=Alpha%20Fitness%20-%20Shopping%20Bela%20Vista&query_place_id=ChIJI7PBA9gaFgcRG7dI1zhTCvo;4.6;421;
Guarajuba Fitness;Academia;Academia;Monte Gordo - R. Sr. do Bonfim, 202 - 1º andar - Guarajuba, Camaçari - BA, 42839-852, Brasil;Aparecida de Goiânia;GO;+5571991417694;;https://www.google.com/maps/search/?api=1&query=Guarajuba%20Fitness&query_place_id=ChIJ9_VA2GxRFgcRVrIyo14uziA;4.6;219;
Academia Piatã Fitness;Academia;Academia;Rua João de Souza Rêgo, 8 - Piatã, Salvador - BA, 41650-115, Brasil;Aparecida de Goiânia;GO;+557135062507;https://academiapiatafitness.com.br/;https://www.google.com/maps/search/?api=1&query=Academia%20Piat%C3%A3%20Fitness&query_place_id=ChIJ13-EcOAZFgcR3S5KGWJ_Cgc;4.6;192;
Academia Ação Fitness;Sala de fitness;Sala de fitness;R. do Curió, 05 - Mirantes de Periperi, Salvador - BA, 40719-000, Brasil;Aparecida de Goiânia;GO;+5571985157771;;https://www.google.com/maps/search/?api=1&query=Academia%20A%C3%A7%C3%A3o%20Fitness&query_place_id=ChIJV2Eh7ewRFgcRGBJPx5svhw4;4.4;103;
Base Meia Cinco Jiu-jitsu ( Base 65 Jiu-jitsu );Sala de fitness;Sala de fitness;Anexo Associação Cultural - R. Silveira Martins, 34 - Saboeiro, Salvador - BA, 41180-005, Brasil;Aparecida de Goiânia;GO;+5571992114792;;https://www.google.com/maps/search/?api=1&query=Base%20Meia%20Cinco%20Jiu-jitsu%20(%20Base%2065%20Jiu-jitsu%20)&query_place_id=ChIJaR8KfsobFgcRW6jrSi-SwKo;5;24;
Academia Spartacus Fitness - Castelo Branco;Academia;Academia;Via Castelo Branco, 404 - Castelo Branco, Salvador - BA, 41322-225, Brasil;Aparecida de Goiânia;GO;+5571996273551;;https://www.google.com/maps/search/?api=1&query=Academia%20Spartacus%20Fitness%20-%20Castelo%20Branco&query_place_id=ChIJOUBtfKARFgcRCcV5f5pSv_k;4.8;121;
Alpha Fitness - Cabula;Academia;Academia;Alameda Zulmira Ferreira, 9 - Saboeiro, Salvador - BA, 41180-335, Brasil;Aparecida de Goiânia;GO;+557141017033;https://www.redealphafitness.com.br/unidades/cabula/index.html;https://www.google.com/maps/search/?api=1&query=Alpha%20Fitness%20-%20Cabula&query_place_id=ChIJP8jfoz0bFgcRPDi2wVK1WcY;4.4;211;
Alpha Fitness - Vitória Boulevard;Sala de fitness;Sala de fitness;Av. Sete de Setembro, 1839 - Vitória, Salvador - BA, 40080-002, Brasil;Aparecida de Goiânia;GO;+557130113892;https://www.redealphafitness.com.br/unidades/alpha-vitoria-boulevard/index.html;https://www.google.com/maps/search/?api=1&query=Alpha%20Fitness%20-%20Vit%C3%B3ria%20Boulevard&query_place_id=ChIJ2-4xoT4FFgcR3_1h-W4fJ6A;4.3;158;
Alpha Fitness - Shopping Paralela;Academia;Academia;Av. Luís Viana Filho, 8544 - Paralela, Salvador - BA, 41730-101, Brasil;Aparecida de Goiânia;GO;+557133606004;https://www.redealphafitness.com.br/unidades/shopping-paralela/index.html;https://www.google.com/maps/search/?api=1&query=Alpha%20Fitness%20-%20Shopping%20Paralela&query_place_id=ChIJP1wIzwIbFgcR18pRR80z3bM;4.6;642;
Academia Vibe Fitness;Academia;Academia;R. Prof. Sabino Silva, 696 - Jardim Apipema, Salvador - BA, 40155-250, Brasil;Aparecida de Goiânia;GO;+557133316637;;https://www.google.com/maps/search/?api=1&query=Academia%20Vibe%20Fitness&query_place_id=ChIJKU2hGSwDFgcRwtqw1vWeDsQ;4.4;87;
Restaurante Comida Goiana;Restaurante;Restaurante;R. Aruanã, 1 - Jardim Bela Vista, Aparecida de Goiânia - GO, 74912-260, Brasil;Aparecida de Goiânia;GO;+5534998144360;;https://www.google.com/maps/search/?api=1&query=Restaurante%20Comida%20Goiana&query_place_id=ChIJicYY0HvwXpMRDrXS0R3g05c;4.3;107;
Exclusive Academia;Academia;Academia;Av. João Paulo II, 522 - Marco, Belém - PA, 66095-491, Brasil;Aparecida de Goiânia;GO;+559133553164;;https://www.google.com/maps/search/?api=1&query=Exclusive%20Academia&query_place_id=ChIJOQyMR2uMpJIRh3h17HBgHhc;4.4;192;
Zênite Academia;Academia;Academia;Av. João Paulo II, 2059 - Marco, Belém - PA, 66095-495, Brasil;Aparecida de Goiânia;GO;+559132362067;;https://www.google.com/maps/search/?api=1&query=Z%C3%AAnite%20Academia&query_place_id=ChIJ8QHVrm2MpJIRX25S4UAVuaQ;4.2;194;
Academia Health Fit;Academia;Academia;Av. Gentil Bittencourt, 833 - Nazaré, Belém - PA, 66040-174, Brasil;Aparecida de Goiânia;GO;+559130154356;https://instagram.com/academia_healthfit?igshid=MzRlODBiNWFlZA==;https://www.google.com/maps/search/?api=1&query=Academia%20Health%20Fit&query_place_id=ChIJt3IoRayPpJIRO_GCGvwBVJ4;4.6;142;https://instagram.com/academia_healthfit?igshid=mzrlodbinwflza==
Fit4You;Sala de fitness;Sala de fitness;Tv. Alferes Costa, 1066 - Pedreira, Belém - PA, 66083-109, Brasil;Aparecida de Goiânia;GO;+5591992770462;http://www.fit4youacademia.com.br/;https://www.google.com/maps/search/?api=1&query=Fit4You&query_place_id=ChIJlRHxteeLpJIRc7In0Ige8ZI;4.5;340;
Ritual Academia;Sala de fitness;Sala de fitness;Tv. Mauriti, 3390 - Marco, Belém - PA, 66095-360, Brasil;Aparecida de Goiânia;GO;+5591981319652;https://lp.ritualacademia.com.br/;https://www.google.com/maps/search/?api=1&query=Ritual%20Academia&query_place_id=ChIJXcq9E22MpJIRx8kXRcSC5WI;4.7;181;
Companhia Belém Academia;Academia;Academia;R. Municipalidade, 489 - Reduto, Belém - PA, 66053-180, Brasil;Aparecida de Goiânia;GO;+559140053555;https://www.companhiabelem.com.br/;https://www.google.com/maps/search/?api=1&query=Companhia%20Bel%C3%A9m%20Academia&query_place_id=ChIJSduR272OpJIRuNfneSxt02E;4.7;326;
Academia Ct2;Academia;Academia;R. Antônio Everdosa, 979 - Pedreira, Belém - PA, 66085-755, Brasil;Aparecida de Goiânia;GO;+5591984549912;;https://www.google.com/maps/search/?api=1&query=Academia%20Ct2&query_place_id=ChIJWXpg9v6LpJIRO0p0BIvakKA;4.7;85;
FIGGY FIT ACADEMIA;Sala de fitness;Sala de fitness;Av. José Bonifácio - Guamá, Belém - PA, 66065-360, Brasil;Aparecida de Goiânia;GO;+5591980774341;;https://www.google.com/maps/search/?api=1&query=FIGGY%20FIT%20ACADEMIA&query_place_id=ChIJ9VuZfVqNpJIR7NTJfSaWE10;4.8;80;
Academia Ávila Fit;Academia;Academia;R. Humaitá - Diamantino, Santarém - PA, 68020-160, Brasil;Aparecida de Goiânia;GO;+5593991261783;https://www.instagram.com/academiaavilafit/;https://www.google.com/maps/search/?api=1&query=Academia%20%C3%81vila%20Fit&query_place_id=ChIJhbz_O7v5iJIRWkvXU9UmNhU;4.6;98;https://www.instagram.com/academiaavilafit/
blue fitness e fisioterapia;Academia;Academia;Av. Tavares Bastos, n° 1430 - Marambaia, Belém - PA, 66615-005, Brasil;Aparecida de Goiânia;GO;+559132312926;https://instagram.com/blueacademia;https://www.google.com/maps/search/?api=1&query=blue%20fitness%20e%20fisioterapia&query_place_id=ChIJ1TiltLOLpJIRbiIfGAsnwsA;4.3;258;https://instagram.com/blueacademia
Academia mirante;Academia;Academia;Tv. Dezesseis, 73-85 - Centro, Soure - PA, 68870-000, Brasil;Aparecida de Goiânia;GO;+5591985159615;;https://www.google.com/maps/search/?api=1&query=Academia%20mirante&query_place_id=ChIJQS5j3py5ppIR4HCUqLR2SQ4;4.5;42;
Luiza Duarte Academia;Sala de fitness;Sala de fitness;R. dos Mundurucus, 2130 - Batista Campos, Belém - PA, 66035-360, Brasil;Aparecida de Goiânia;GO;+559132246682;https://luizaduarteacademia.com.br/;https://www.google.com/maps/search/?api=1&query=Luiza%20Duarte%20Academia&query_place_id=ChIJv3icooeOpJIR-Tu8B4DAj1w;4.7;196;
ACADEMIA TRIBO;Academia;Academia;Tv. Quintino Bocaiúva, 1222 - Reduto, Belém - PA, 66053-240, Brasil;Aparecida de Goiânia;GO;+5591981429880;;https://www.google.com/maps/search/?api=1&query=ACADEMIA%20TRIBO&query_place_id=ChIJ37xfe5qOpJIR9n-fhnstk2c;4.6;37;
Vitale Performance;Centro de treinamento;Centro de treinamento;Av. Paulo VI, 355 - Pituba, Salvador - BA, 41810-001 - Pituba, Salvador - BA, 41810-001, Brasil;Aparecida de Goiânia;GO;+5571982151416;https://instagram.com/vitaleperformnce?igshid=MzRlODBiNWFlZA==;https://www.google.com/maps/search/?api=1&query=Vitale%20Performance&query_place_id=ChIJbxbS66AbFgcRdwV3-1EDm8Q;5;133;https://instagram.com/vitaleperformnce?igshid=mzrlodbinwflza==
Ivan Ribeiro Fit Club;Academia;Academia;R. Paulo VI, 248 - Seabra, BA, 46900-000, Brasil;Aparecida de Goiânia;GO;+5575998154948;;https://www.google.com/maps/search/?api=1&query=Ivan%20Ribeiro%20Fit%20Club&query_place_id=ChIJxUuBjmTXaQcRCB04yNQoUiA;4.8;29;
Hammer Fitness Club;Sala de fitness;Sala de fitness;R. Marquês de Caravelas, 377 - Barra, Salvador - BA, 40140-240, Brasil;Aparecida de Goiânia;GO;+557132642314;http://www.hammeracademia.com/unidades/barra/index.html;https://www.google.com/maps/search/?api=1&query=Hammer%20Fitness%20Club&query_place_id=ChIJLfbBUoIDFgcR1SUyYTh9OZQ;4.4;272;
Alpha Fitness;Academia;Academia;R. Prof. Cassilandro Barbuda, 620 - Costa Azul, Salvador - BA, 41760-110, Brasil;Aparecida de Goiânia;GO;+557132724966;http://www.redealphafitness.com.br/;https://www.google.com/maps/search/?api=1&query=Alpha%20Fitness&query_place_id=ChIJ026cNwsbFgcR2_Cfm7Mx8N8;4.3;369;
Performer Academia;Academia;Academia;Av. Amélia Amado, 713 - cento - Centro, Itabuna - BA, 45600-625, Brasil;Aparecida de Goiânia;GO;+5573988026030;;https://www.google.com/maps/search/?api=1&query=Performer%20Academia&query_place_id=ChIJWz-KjGCqOQcR12lnzlrHyio;4.6;112;
Alpha Fitness - Vila Laura;Academia;Academia;R. Prof. Alfredo Rocha, 138 - Vila Laura, Salvador - BA, 40270-150, Brasil;Aparecida de Goiânia;GO;+557133815542;https://www.redealphafitness.com.br/unidades/vila-laura/index.html;https://www.google.com/maps/search/?api=1&query=Alpha%20Fitness%20-%20Vila%20Laura&query_place_id=ChIJR6ovT9EEFgcRyZL0g2LLMtg;4.3;330;
Confraria do Tatame - Artes Marciais - Pituba;Academia de artes marciais;Academia de artes marciais;Shopping Paulo VI - Av. Paulo VI, 832 - 1º andar, Sala 101 - Pituba, Salvador - BA, 41810-001, Brasil;Aparecida de Goiânia;GO;+5571997284594;https://www.instagram.com/confrariadotatame;https://www.google.com/maps/search/?api=1&query=Confraria%20do%20Tatame%20-%20Artes%20Marciais%20-%20Pituba&query_place_id=ChIJ1R2b9a4bFgcRTE9HYfy4a2k;4.9;31;https://www.instagram.com/confrariadotatame
Academia Shalom Veiga Jardim;Academia;Academia;Av. Sen. Antônio Ramos Caiado, Qd.42 - LT. 1E - Parque Veiga Jardim, Aparecida de Goiânia - GO, 74954-510, Brasil;Aparecida de Goiânia;GO;+5562993797596;https://academia-shalom.my.canva.site/dagkopeapbq;https://www.google.com/maps/search/?api=1&query=Academia%20Shalom%20Veiga%20Jardim&query_place_id=ChIJxwIfAwD7XpMRt-piwYO4Z68;4.5;111;
Soul Fit;Sala de fitness;Sala de fitness;rua h 152, sn - qd10 lt 17 galpao 1 - Mansões Paraíso, Aparecida de Goiânia - GO, 74952-187, Brasil;Aparecida de Goiânia;GO;+5562993841999;;https://www.google.com/maps/search/?api=1&query=Soul%20Fit&query_place_id=ChIJF-4cGSz5XpMRZyL4hoZ_vKQ;4.7;44;
Augusto Restaurante & Petiscaria;Restaurante;Restaurante;R. Barão do Rio Branco, 360 - Centro, Aparecida - SP, 12570-000, Brasil;Aparecida de Goiânia;GO;+551233113991;;https://www.google.com/maps/search/?api=1&query=Augusto%20Restaurante%20%26%20Petiscaria&query_place_id=ChIJk-NiXoLDzJQRZ8Lh9fa9Utw;4.8;2945;
Restaurante Zero Grau;Restaurante;Restaurante;1769, R. Fortaleza, qd 40 - lt 4 - Jardim das Esmeraldas, Aparecida de Goiânia - GO, 74905-060, Brasil;Aparecida de Goiânia;GO;+556232804111;;https://www.google.com/maps/search/?api=1&query=Restaurante%20Zero%20Grau&query_place_id=ChIJV4ggypTwXpMRe80Ds4HSpHo;4.5;1298;
Pallet Restaurante e Pizzaria;Restaurante;Restaurante;R. H, 139 - Conj. Vera Cruz, Aparecida de Goiânia - GO, 74937-380, Brasil;Aparecida de Goiânia;GO;+5562986062307;https://www.palletrestaurante.com.br/;https://www.google.com/maps/search/?api=1&query=Pallet%20Restaurante%20e%20Pizzaria&query_place_id=ChIJFcwURhr5XpMRvEc54uqV0l4;4.5;434;
Recanto do Quinzinho Bar do 9;Restaurante;Restaurante;BR-153, km 09 - Rural, Xambioá - TO, 77880-000, Brasil;Aparecida de Goiânia;GO;+5563992932984;;https://www.google.com/maps/search/?api=1&query=Recanto%20do%20Quinzinho%20Bar%20do%209&query_place_id=ChIJI0jtRyCb25IR0NxxIGiGBjg;4.8;22;
Baroli;Restaurante;Restaurante;Av. José de Brito, 870 - St. Anhanguera, Araguaína - TO, 77818-530, Brasil;Aparecida de Goiânia;GO;+556333212366;;https://www.google.com/maps/search/?api=1&query=Baroli&query_place_id=ChIJnxNmc74N2ZIRFsGHgT6OHEE;4.4;1216;
Lanchonete e Pizzaria Shalon;Restaurante;Restaurante;TO-010, 581, Wanderlândia - TO, 77860-000, Brasil;Aparecida de Goiânia;GO;+5563992390108;;https://www.google.com/maps/search/?api=1&query=Lanchonete%20e%20Pizzaria%20Shalon&query_place_id=ChIJ6SYdz9Mp2pIRsLwIrTKpgbc;4.1;160;
Restaurante do Bem OVG - Minaçu;Restaurante;Restaurante;Av. Araguaia, 1040 - Vila Menezes, Minaçu - GO, 76450-000, Brasil;Aparecida de Goiânia;GO;+5562994889553;;https://www.google.com/maps/search/?api=1&query=Restaurante%20do%20Bem%20OVG%20-%20Mina%C3%A7u&query_place_id=ChIJM-Yt8XqFRpMRUSrGIOAGQ7E;4.8;28;
Atacadão Dia a Dia - SIA;Atacadista;Atacadista;SIA Q 5 C - Zona Industrial, Brasília - DF, 71200-055, Brasil;Aparecida de Goiânia;GO;+556130519384;https://www.atacadaodiaadia.com.br/;https://www.google.com/maps/search/?api=1&query=Atacad%C3%A3o%20Dia%20a%20Dia%20-%20SIA&query_place_id=ChIJd0n97FswWpMRI_KWGth5t2w;4.3;12681;
Churrascaria Texas Alexania;Restaurante;Restaurante;R. Vinte e Quatro, Q67 - L04A, Alexânia - GO, 72920-000, Brasil;Aparecida de Goiânia;GO;+5562992838505;;https://www.google.com/maps/search/?api=1&query=Churrascaria%20Texas%20Alexania&query_place_id=ChIJdZ3uFB3jW5MR2t7DrlnmBrg;4.3;17;
Empório da Chapada;Hamburgueria;Hamburgueria;R. Direita - centro, Cavalcante - GO, 73790-000, Brasil;Aparecida de Goiânia;GO;+5562999486930;;https://www.google.com/maps/search/?api=1&query=Emp%C3%B3rio%20da%20Chapada&query_place_id=ChIJ3fiSeq6KRZMRVj74B3E0wws;4.7;260;
Camping Viveiro;Área de camping;Área de camping;R. 3, s/n - Quadra 7, Lote 6 - Estância Paraíso, Alto Paraíso de Goiás - GO, 73770-000, Brasil;Aparecida de Goiânia;GO;+5561982888455;https://rivass.my.canva.site/videos-viveiro-;https://www.google.com/maps/search/?api=1&query=Camping%20Viveiro&query_place_id=ChIJy2VdNtl-RZMRNA8I4iFWy-o;4.9;232;
Chopperia dos Forgado;Bar;Bar;R. Dr. João Teixeira, 841 - Centro, Luziânia - GO, 72800-440, Brasil;Aparecida de Goiânia;GO;+5561999745817;https://instagram.com/chopperiadosforgado?igshid=OGQ5ZDc2ODk2ZA==;https://www.google.com/maps/search/?api=1&query=Chopperia%20dos%20Forgado&query_place_id=ChIJwaJ2BVSYWZMRH7MLCVTl-A0;4.3;699;https://instagram.com/chopperiadosforgado?igshid=ogq5zdc2odk2za==
Predileto's Burguer;Hamburgueria;Hamburgueria;Zap 47, 9966, Av. Maestro João Luiz do Espírito Santo, 800 - 7330 - Formosinha, Formosa - GO, 73813-120, Brasil;Aparecida de Goiânia;GO;+5561999284484;;https://www.google.com/maps/search/?api=1&query=Predileto's%20Burguer&query_place_id=ChIJw_ePAoaiUJMRYIjkkyAEg34;4.4;239;
